elimination	fold	n_features	n_max	n_redundant	test_acc	test_nmi	test_roc	train_acc	train_nmi	train_roc
0.2	0	560	92	5242	0.9	0.5334861723056525	0.900360144057623	1.0	1.0	1.0
0.2	1	20000	46	1372	0.85	0.3904935986852873	0.8499999999999999	1.0	1.0	1.0
0.2	2	228	1097	5242	0.79	0.26018095459477675	0.79	1.0	1.0	1.0
0.2	3	560	1097	5242	0.91	0.5697389043881019	0.91	1.0	1.0	1.0
0.2	4	3354	8192	5242	0.85	0.3904935986852873	0.8499999999999999	1.0	1.0	1.0
